tempo,et_h_smr,vento_smr,vd_smr,vmax_smr,temp_min_smr,temp_media_smr,temp_max_smr,umin_smr,umax_smr,u_r_smr,prec_smr,rad_smr,watertable
39856.0,0.5,8.6,360.0,14.4,-7.5,-5.5,-2.6,27.0,64.0,44.0,0.0,9.2,
39857.0,0.4,9.9,360.0,14.1,-9.3,-7.7,-4.9,26.0,68.0,44.0,0.0,9.6,
39858.0,0.4,7.6,360.0,10.6,-10.3,-7.4,-4.1,24.0,50.0,33.0,0.0,9.9,
39859.0,0.4,5.4,360.0,9.8,-9.5,-7.1,-3.7,32.0,68.0,47.0,0.0,9.5,
39860.0,0.6,4.2,360.0,7.4,-8.7,-4.9,-1.6,31.0,82.0,58.0,0.0,9.0,
39861.0,0.6,8.3,225.0,12.0,-4.9,-2.4,-0.1,63.0,82.0,75.0,0.0,6.2,
39862.0,0.7,13.1,360.0,18.5,-9.6,-6.9,-0.4,33.0,88.0,53.0,0.0,10.8,
39863.0,0.5,6.9,360.0,8.5,-10.3,-7.1,-3.4,38.0,61.0,53.0,0.0,10.9,
39864.0,0.9,5.9,360.0,7.2,-8.4,-2.3,2.8,30.0,61.0,48.0,0.0,11.0,
39865.0,0.7,4.0,360.0,6.5,-2.8,-0.9,2.1,47.0,66.0,57.0,0.0,10.3,
39866.0,0.9,4.1,45.0,5.7,-3.0,-0.2,4.2,34.0,78.0,58.0,0.0,9.4,
39867.0,0.8,4.5,360.0,6.2,-2.8,-0.5,3.4,57.0,80.0,69.0,0.0,7.4,
39868.0,0.9,9.9,360.0,14.8,-5.8,-1.6,3.2,47.0,84.0,66.0,0.3,10.6,
39869.0,0.6,10.2,45.0,16.2,-5.7,-3.8,-0.7,41.0,84.0,66.0,0.0,11.7,
39870.0,1.0,6.8,45.0,10.1,-3.8,0.3,4.3,32.0,63.0,47.0,0.0,11.2,
39871.0,1.1,5.5,315.0,8.2,-0.2,2.4,6.5,52.0,73.0,62.0,0.0,10.2,
39872.0,1.2,3.9,225.0,10.3,1.2,3.7,8.3,53.0,90.0,67.0,0.0,11.6,
39873.0,0.6,9.2,225.0,11.3,0.5,1.1,2.6,73.0,99.0,85.0,12.8,2.8,
39874.0,0.6,0.5,315.0,1.9,0.5,1.5,3.0,85.0,100.0,93.0,3.7,3.8,
39875.0,0.6,2.7,270.0,9.9,0.5,1.5,3.0,75.0,100.0,93.0,1.3,5.2,
39876.0,0.5,8.6,225.0,11.5,0.1,1.0,1.6,91.0,100.0,98.0,59.5,2.3,
39877.0,0.7,7.4,225.0,14.1,-2.2,0.0,1.6,87.0,100.0,99.0,26.4,2.3,
39878.0,0.6,4.3,360.0,9.8,-2.6,-1.6,0.0,90.0,100.0,98.0,0.1,8.7,
39879.0,1.0,4.9,360.0,7.0,-2.0,0.7,4.1,44.0,90.0,68.0,0.7,14.1,
39880.0,1.4,5.0,360.0,9.0,-0.8,3.2,8.1,39.0,71.0,53.0,1.1,13.9,
39881.0,1.0,10.1,360.0,12.0,-2.5,1.2,3.5,8.0,85.0,49.0,0.0,13.2,
39882.0,0.9,6.6,270.0,9.4,-2.6,-0.2,3.0,17.0,88.0,43.0,0.0,12.6,
39883.0,1.2,8.9,360.0,13.2,-2.9,1.0,4.9,23.0,88.0,58.0,0.5,14.9,
39884.0,1.3,6.4,360.0,12.4,-4.8,0.7,5.3,33.0,77.0,53.0,0.0,15.4,
39885.0,1.4,10.6,360.0,14.1,1.8,5.0,9.2,36.0,75.0,52.0,0.0,14.0,
39886.0,1.5,4.1,270.0,6.4,1.8,4.4,9.1,51.0,90.0,61.0,0.0,12.4,
39887.0,1.5,4.6,360.0,8.3,1.2,4.2,9.2,53.0,95.0,73.0,0.0,13.8,
39888.0,1.1,10.4,45.0,15.5,-0.5,1.6,4.7,58.0,92.0,72.0,0.0,14.8,
39889.0,1.5,6.0,45.0,7.5,-0.9,3.3,8.0,36.0,79.0,58.0,0.0,15.8,
39890.0,1.6,5.5,45.0,12.7,2.2,5.3,9.7,37.0,66.0,50.0,0.0,14.3,
39891.0,1.5,4.9,45.0,16.6,-3.1,2.8,7.0,36.0,100.0,58.0,1.0,14.1,
39892.0,0.6,17.4,45.0,23.0,-7.4,-5.5,-3.6,62.0,93.0,76.0,1.7,14.0,
39893.0,0.6,12.1,45.0,17.0,-8.0,-5.7,-3.9,42.0,83.0,68.0,0.0,13.7,
39894.0,1.3,9.8,45.0,14.0,-6.2,-0.5,4.1,28.0,75.0,48.0,0.0,17.9,
39895.0,1.5,7.1,315.0,10.7,1.1,4.2,8.3,25.0,65.0,47.0,0.0,15.6,
39896.0,1.3,7.4,360.0,10.6,-4.2,-0.5,3.8,41.0,93.0,72.0,2.7,7.1,
39897.0,1.2,7.0,360.0,9.9,-4.4,-0.8,2.9,29.0,77.0,53.0,0.0,16.8,
39898.0,1.3,6.1,360.0,8.3,-1.4,2.2,5.2,18.0,77.0,44.0,0.0,18.9,
39899.0,0.8,13.4,225.0,19.5,0.9,2.1,3.3,34.0,98.0,78.0,0.4,13.0,
39900.0,0.7,14.3,180.0,20.1,1.5,2.3,3.3,87.0,99.0,91.0,18.2,5.8,
39901.0,0.8,11.8,180.0,17.8,2.7,3.9,4.8,95.0,100.0,98.0,105.9,1.9,
39902.0,1.0,8.1,225.0,11.4,3.0,3.9,5.7,88.0,100.0,96.0,18.4,9.4,
39903.0,0.7,12.6,90.0,19.8,1.8,2.9,3.6,92.0,100.0,97.0,28.9,3.3,
39904.0,0.9,11.2,90.0,14.5,2.0,3.1,4.2,96.0,100.0,99.0,9.7,6.0,
39905.0,1.5,4.4,180.0,9.0,1.1,3.3,6.8,70.0,100.0,89.0,9.6,8.4,
39906.0,1.7,2.2,180.0,3.8,0.3,3.7,7.6,69.0,100.0,86.0,1.2,17.2,
39907.0,1.4,2.9,360.0,5.1,1.2,3.4,6.6,74.0,100.0,90.0,3.6,6.3,
39908.0,1.5,4.9,360.0,6.8,1.9,4.4,7.6,74.0,100.0,87.0,0.1,16.2,
39909.0,2.0,3.0,135.0,5.1,2.2,5.6,10.4,60.0,92.0,78.0,0.9,16.8,
39910.0,2.0,2.9,180.0,5.8,3.5,6.6,10.7,51.0,80.0,66.0,0.0,19.0,
39911.0,1.9,4.6,90.0,6.9,3.4,6.3,10.4,53.0,95.0,72.0,0.0,17.7,
39912.0,2.0,5.6,135.0,10.3,3.6,6.7,10.8,68.0,95.0,81.0,0.5,18.9,
39913.0,2.1,3.3,135.0,5.0,3.6,6.3,11.2,68.0,100.0,87.0,5.8,13.7,
39914.0,1.8,3.5,135.0,8.2,4.0,6.1,10.0,61.0,95.0,82.0,0.8,13.7,
39915.0,1.4,11.6,45.0,16.6,3.6,5.4,7.5,64.0,94.0,81.0,0.0,16.2,
39916.0,1.9,12.5,45.0,19.2,3.9,7.0,10.2,39.0,79.0,66.0,0.0,18.3,
39917.0,2.0,7.5,45.0,17.4,3.3,6.8,10.3,51.0,78.0,65.0,0.3,20.6,
39918.0,2.3,3.9,360.0,7.5,4.9,8.4,12.5,42.0,71.0,57.0,0.0,19.3,
39919.0,1.6,11.7,225.0,16.1,2.3,4.4,7.4,56.0,95.0,82.0,29.7,7.6,
39920.0,0.8,9.3,225.0,11.3,1.8,2.6,3.4,59.0,93.0,85.0,12.2,18.4,
39921.0,1.4,4.4,225.0,6.2,1.5,3.0,5.5,70.0,100.0,86.0,9.2,13.3,
39922.0,0.9,7.7,270.0,12.1,1.6,2.6,3.5,95.0,100.0,97.0,15.6,5.5,
39923.0,1.5,9.5,270.0,14.3,2.5,4.1,6.6,82.0,100.0,93.0,12.4,8.2,
39924.0,0.9,12.5,45.0,18.6,3.4,4.2,4.8,87.0,99.0,94.0,9.1,10.0,
39925.0,1.8,11.8,45.0,22.3,4.5,6.6,9.5,47.0,87.0,67.0,0.0,18.9,
39926.0,2.6,5.9,45.0,15.3,0.7,6.2,11.8,47.0,92.0,68.0,0.0,15.4,
39927.0,1.8,2.8,45.0,5.3,-0.5,2.9,6.6,67.0,100.0,83.0,0.0,18.4,
39928.0,2.3,4.8,180.0,14.7,1.0,5.6,9.8,47.0,98.0,75.0,0.0,22.8,
39929.0,0.8,15.7,180.0,19.3,5.2,5.6,6.2,81.0,99.0,90.0,24.4,2.8,
39930.0,1.8,18.7,180.0,21.2,4.8,7.0,9.6,67.0,99.0,83.0,17.1,4.8,
39931.0,1.7,4.7,225.0,8.7,3.4,5.3,8.0,78.0,97.0,90.0,7.9,11.7,
39932.0,1.2,11.0,270.0,14.8,0.3,2.0,3.7,85.0,99.0,92.0,14.7,14.8,
39933.0,1.5,9.4,270.0,11.8,0.5,2.8,5.3,74.0,99.0,91.0,1.7,16.9,
39934.0,2.3,8.6,360.0,11.5,3.0,7.2,10.4,54.0,89.0,66.0,0.0,21.9,
39935.0,2.7,5.8,360.0,13.7,5.0,9.5,13.3,47.0,82.0,57.0,0.4,23.1,
39936.0,2.1,12.4,45.0,17.2,4.1,7.2,10.1,56.0,75.0,65.0,0.0,23.1,
39937.0,2.4,4.4,45.0,10.4,4.1,6.4,11.3,55.0,99.0,76.0,11.2,21.8,
39938.0,1.7,6.7,360.0,9.6,3.5,5.2,8.0,71.0,99.0,81.0,0.0,19.7,
39939.0,2.7,5.1,360.0,7.7,3.6,8.5,12.4,48.0,80.0,62.0,0.0,16.4,
39940.0,3.1,3.8,360.0,8.8,7.0,11.2,15.9,35.0,78.0,56.0,0.0,25.1,
39941.0,2.5,7.7,270.0,14.8,7.8,10.5,13.9,59.0,81.0,70.0,0.0,23.7,
39942.0,2.8,5.0,270.0,8.8,8.5,11.4,15.4,47.0,80.0,65.0,0.0,22.3,
39943.0,3.0,5.7,270.0,10.3,7.5,11.2,15.4,54.0,83.0,66.0,0.0,23.5,
39944.0,3.1,4.5,270.0,7.5,7.8,12.0,16.1,30.0,81.0,57.0,0.0,25.6,
39945.0,2.7,9.1,270.0,11.5,11.1,13.4,16.6,30.0,62.0,48.0,0.0,22.7,
39946.0,3.1,7.7,270.0,11.4,9.9,13.1,17.4,32.0,60.0,52.0,0.0,19.5,
39947.0,2.8,8.2,270.0,11.9,7.0,10.9,14.2,28.0,81.0,56.0,1.3,22.6,
39948.0,2.1,6.1,270.0,10.2,6.9,9.3,11.3,62.0,97.0,78.0,0.1,11.6,
39949.0,2.8,3.7,270.0,4.8,6.7,10.8,14.1,69.0,100.0,83.0,0.0,17.0,
39950.0,3.3,3.3,270.0,6.3,9.3,13.5,17.7,55.0,82.0,69.0,0.0,23.1,
39951.0,3.4,2.3,225.0,4.5,10.4,14.2,18.3,31.0,71.0,58.0,0.0,25.6,
39952.0,3.3,3.7,270.0,8.3,10.4,14.2,18.2,30.0,72.0,48.0,0.0,27.0,
39953.0,3.4,2.6,270.0,5.1,9.2,13.9,17.8,58.0,78.0,66.0,0.0,34.8,
39954.0,4.0,2.9,270.0,7.8,10.6,16.3,21.0,26.0,72.0,51.0,0.0,32.5,
39955.0,2.0,8.6,225.0,10.5,15.1,16.6,17.6,25.0,50.0,40.0,0.0,28.7,
39956.0,3.1,8.3,270.0,10.1,16.1,18.5,21.3,38.0,53.0,47.0,0.0,32.8,
39957.0,4.3,5.5,270.0,9.1,15.8,20.2,24.6,32.0,53.0,40.0,0.0,34.4,
39958.0,4.1,3.1,225.0,5.9,16.4,20.1,24.5,21.0,49.0,35.0,0.0,35.7,
39959.0,4.1,6.6,270.0,10.7,12.3,17.7,22.0,21.0,80.0,45.0,0.0,33.0,
39960.0,3.5,5.3,270.0,12.3,6.4,11.5,16.3,62.0,100.0,76.0,22.0,27.9,
39961.0,2.9,10.2,45.0,12.8,6.0,10.2,13.4,56.0,100.0,73.0,0.0,35.4,
39962.0,3.5,4.3,360.0,7.9,7.0,12.0,16.4,52.0,88.0,65.0,0.0,34.3,
39963.0,2.9,4.9,315.0,7.4,5.3,8.8,13.1,44.0,80.0,59.0,0.9,35.4,
39964.0,1.4,3.8,270.0,4.9,6.1,7.3,8.3,71.0,100.0,89.0,12.7,11.7,
39965.0,1.0,8.8,270.0,14.2,5.7,6.5,6.8,83.0,100.0,97.0,15.4,9.6,
39966.0,2.8,10.1,360.0,17.6,6.4,9.6,13.4,56.0,91.0,74.0,0.0,35.6,
39967.0,3.0,3.0,360.0,5.4,9.3,12.5,16.0,51.0,72.0,65.0,0.3,35.6,
39968.0,2.5,4.3,270.0,5.8,9.1,11.6,14.0,60.0,86.0,73.0,0.0,32.0,
39969.0,2.0,11.9,270.0,20.8,9.7,11.4,13.0,56.0,91.0,78.0,0.0,21.4,
39970.0,1.8,16.7,270.0,18.6,9.3,10.4,11.8,80.0,100.0,90.0,24.5,25.6,
39971.0,2.3,14.2,270.0,17.1,7.6,9.9,12.1,70.0,100.0,80.0,0.0,28.0,
39972.0,2.9,10.8,270.0,19.5,7.7,11.3,14.4,58.0,87.0,71.0,0.0,33.3,
39973.0,2.3,7.0,225.0,14.7,9.3,10.9,13.3,65.0,99.0,76.0,0.0,25.5,
39974.0,2.5,7.7,225.0,13.4,8.8,11.0,13.8,65.0,90.0,73.0,0.0,29.7,
39975.0,2.9,10.5,225.0,14.3,9.6,12.6,15.5,61.0,78.0,71.0,0.0,36.0,
39976.0,3.7,6.3,270.0,10.3,10.2,14.6,18.8,55.0,84.0,67.0,0.0,36.5,
39977.0,3.7,1.6,90.0,5.3,11.2,15.8,19.6,61.0,100.0,74.0,0.0,36.7,
39978.0,4.4,4.0,360.0,10.3,12.3,17.7,22.4,28.0,77.0,52.0,0.0,37.3,
39979.0,3.0,12.0,270.0,16.5,15.6,17.7,20.3,31.0,57.0,46.0,0.0,36.5,
39980.0,2.7,9.0,270.0,13.4,15.7,17.6,19.5,49.0,61.0,55.0,0.0,36.2,
39981.0,3.4,3.0,360.0,5.6,10.8,14.4,18.0,62.0,92.0,79.0,0.5,15.9,
39982.0,4.4,1.9,270.0,3.2,11.1,17.0,21.9,49.0,84.0,66.0,0.0,37.8,
39983.0,3.8,3.7,225.0,7.1,13.5,16.9,21.0,58.0,98.0,71.0,0.0,35.1,
39984.0,2.8,7.3,90.0,13.9,7.8,10.4,13.9,87.0,100.0,95.0,31.0,19.0,
39985.0,2.5,10.2,45.0,18.2,5.6,7.8,11.3,63.0,100.0,84.0,12.3,26.3,
39986.0,2.8,6.2,315.0,11.2,4.5,7.9,11.9,54.0,94.0,74.0,3.8,27.9,
39987.0,2.8,5.9,315.0,7.8,5.9,9.5,12.9,49.0,84.0,66.0,0.1,24.0,
39988.0,3.3,4.8,360.0,8.8,6.9,11.7,15.5,56.0,85.0,69.0,0.0,26.5,
39989.0,3.2,4.9,270.0,6.5,10.8,13.7,17.2,59.0,78.0,67.0,0.0,31.4,
39990.0,2.8,2.1,270.0,3.4,9.8,12.3,15.4,71.0,99.0,85.0,5.9,23.8,
39991.0,2.6,3.0,270.0,4.4,10.0,12.3,14.8,73.0,97.0,85.0,1.8,18.5,
39992.0,3.5,2.8,360.0,5.3,10.0,14.2,17.8,70.0,93.0,81.0,0.0,35.8,
39993.0,3.2,3.4,360.0,5.8,11.9,15.2,18.3,68.0,100.0,80.0,0.0,30.8,
39994.0,3.2,3.5,360.0,4.9,13.0,15.7,18.8,63.0,100.0,76.0,0.0,32.8,
39995.0,3.1,4.8,360.0,8.2,12.8,15.6,18.5,64.0,87.0,77.0,0.0,31.7,
39996.0,3.2,0.8,225.0,2.3,11.7,14.4,18.1,65.0,94.0,80.0,3.4,29.3,
39997.0,3.6,3.7,45.0,5.7,12.2,16.0,19.8,68.0,92.0,79.0,0.3,34.7,
39998.0,3.6,1.7,45.0,4.2,13.3,15.8,20.4,67.0,95.0,79.0,2.2,28.6,
39999.0,3.0,3.7,315.0,5.7,13.0,15.7,18.4,70.0,98.0,85.0,0.0,32.3,
40000.0,3.1,3.9,270.0,4.5,12.4,15.1,18.1,72.0,99.0,83.0,3.6,25.1,
40001.0,2.5,8.8,270.0,11.9,12.0,14.0,16.2,68.0,96.0,80.0,0.0,29.7,
40002.0,3.1,6.8,270.0,9.2,9.0,12.8,16.0,69.0,100.0,81.0,0.0,33.5,
40003.0,3.4,4.8,270.0,8.1,8.8,12.6,17.0,51.0,90.0,73.0,0.0,30.3,
40004.0,3.0,4.2,315.0,7.4,9.3,12.4,15.8,55.0,98.0,79.0,0.0,28.1,
40005.0,2.9,4.2,315.0,7.8,8.8,11.6,15.3,70.0,99.0,88.0,5.8,33.5,
40006.0,3.4,2.5,315.0,6.4,9.7,13.8,17.7,62.0,99.0,79.0,0.0,34.2,
40007.0,4.1,3.6,270.0,7.1,10.9,16.5,21.1,66.0,99.0,80.0,0.0,35.3,
40008.0,4.1,4.1,225.0,7.0,13.9,18.7,22.7,46.0,79.0,62.0,0.0,33.9,
40009.0,4.1,3.4,225.0,9.9,14.0,18.8,22.8,55.0,82.0,66.0,0.0,32.8,
40010.0,4.0,2.1,225.0,4.5,14.2,18.9,22.8,65.0,80.0,72.0,0.0,34.8,
40011.0,4.1,5.4,270.0,11.5,12.8,17.9,22.3,50.0,100.0,70.0,1.5,35.2,
40012.0,3.0,9.9,315.0,13.8,7.0,10.4,14.6,48.0,100.0,74.0,2.9,33.2,
40013.0,3.4,2.8,270.0,5.2,9.5,13.5,17.7,45.0,68.0,59.0,0.0,36.7,
40014.0,3.4,2.3,270.0,4.9,10.7,14.5,18.6,60.0,87.0,70.0,0.0,35.7,
40015.0,4.2,2.5,315.0,8.1,11.5,17.0,22.1,42.0,78.0,64.0,0.0,33.1,
40016.0,3.3,7.3,270.0,10.7,15.9,18.8,21.7,30.0,51.0,44.0,0.0,33.7,
40017.0,3.8,9.4,225.0,14.7,16.9,20.2,24.0,28.0,62.0,43.0,0.0,34.2,
40018.0,3.6,9.7,225.0,12.5,15.9,18.8,22.7,56.0,79.0,66.0,0.0,34.6,
40019.0,3.4,4.6,315.0,6.2,12.7,16.7,20.1,56.0,83.0,70.0,0.0,33.7,
40020.0,3.5,3.4,135.0,6.8,11.5,15.7,19.7,52.0,94.0,71.0,0.0,35.0,
40021.0,4.3,3.5,225.0,6.5,12.2,18.0,23.3,47.0,82.0,58.0,0.0,35.2,
40022.0,4.2,4.5,270.0,7.8,14.2,18.8,24.0,28.0,85.0,52.0,0.0,34.3,
40023.0,3.9,4.4,135.0,7.2,14.0,18.2,22.7,60.0,92.0,74.0,0.0,34.1,
40024.0,4.4,1.7,135.0,3.5,14.0,19.3,24.8,48.0,79.0,62.0,0.0,32.0,
40025.0,4.1,2.9,225.0,5.0,15.1,19.1,24.1,47.0,96.0,68.0,0.0,29.2,
40026.0,4.1,5.1,270.0,6.3,14.6,19.4,24.2,10.0,68.0,42.0,0.0,33.1,
40027.0,3.7,5.7,270.0,6.5,14.7,18.6,22.6,17.0,86.0,42.0,0.0,33.1,
40028.0,2.8,5.8,270.0,7.0,11.3,14.4,17.5,64.0,93.0,80.0,12.3,15.3,
40029.0,3.1,4.7,315.0,5.9,9.7,13.2,17.6,56.0,97.0,78.0,0.0,32.5,
40030.0,3.3,4.4,360.0,6.2,12.1,15.6,19.9,49.0,86.0,66.0,0.0,33.4,
40031.0,3.8,2.0,45.0,4.5,12.3,16.9,21.8,50.0,89.0,66.0,0.0,33.3,
40032.0,3.5,2.2,315.0,5.2,12.7,17.1,21.0,54.0,88.0,69.0,0.0,32.7,
40033.0,2.9,3.3,45.0,5.2,12.4,15.2,18.9,68.0,100.0,83.0,5.0,27.9,
40034.0,2.7,1.7,225.0,4.1,12.5,14.9,18.0,76.0,100.0,86.0,6.8,24.4,
40035.0,3.2,4.5,225.0,7.0,12.9,15.8,20.3,63.0,89.0,78.0,4.3,22.3,
40036.0,3.1,2.2,45.0,4.4,12.3,15.9,19.5,62.0,90.0,75.0,0.0,30.7,
40037.0,3.5,3.3,135.0,5.5,13.0,17.2,21.8,54.0,79.0,65.0,0.0,31.6,
40038.0,3.7,4.5,225.0,5.5,13.3,16.7,22.7,50.0,83.0,68.0,10.5,27.7,
40039.0,3.5,2.5,180.0,5.1,13.5,16.8,21.9,54.0,87.0,67.0,3.6,30.4,
40040.0,3.6,3.4,180.0,6.6,13.6,18.0,22.7,61.0,100.0,73.0,0.0,28.8,
40041.0,3.6,3.3,225.0,5.9,14.0,17.5,22.8,54.0,86.0,74.0,1.9,27.9,
40042.0,3.5,1.5,270.0,3.7,14.2,18.0,22.6,56.0,84.0,70.0,0.0,29.4,
40043.0,3.8,2.0,270.0,3.5,14.9,19.2,24.3,43.0,70.0,58.0,0.0,30.1,
40044.0,3.4,2.8,45.0,4.5,16.3,19.8,23.9,46.0,71.0,58.0,0.0,29.8,
40045.0,3.8,2.2,45.0,4.8,15.1,20.0,24.7,42.0,70.0,55.0,0.0,29.8,
40046.0,3.9,2.9,270.0,4.5,16.6,20.8,26.0,22.0,74.0,44.0,0.0,27.6,
40047.0,3.7,3.2,270.0,5.2,15.3,20.0,24.8,24.0,100.0,48.0,0.0,28.0,
40048.0,2.7,3.7,45.0,6.8,13.2,16.0,19.2,75.0,100.0,86.0,0.0,24.0,
40049.0,3.0,2.0,270.0,4.4,11.8,15.8,20.0,63.0,98.0,79.0,0.0,28.2,
40050.0,3.1,2.2,315.0,4.1,12.8,16.5,20.9,58.0,93.0,74.0,0.0,27.7,
40051.0,3.1,4.0,270.0,5.3,14.6,17.9,22.3,39.0,90.0,69.0,0.0,25.3,
40052.0,3.1,3.5,225.0,7.2,13.4,17.1,21.4,65.0,98.0,76.0,0.0,24.0,
40053.0,3.2,3.5,225.0,7.3,14.1,17.8,22.5,22.0,83.0,62.0,0.0,25.4,
40054.0,2.9,5.5,225.0,7.3,13.1,17.1,20.8,21.0,97.0,52.0,0.0,24.1,
40055.0,1.5,2.9,90.0,5.1,10.7,12.6,13.5,83.0,100.0,93.0,0.0,13.7,
40056.0,3.0,4.5,225.0,6.1,10.2,14.5,19.6,62.0,100.0,79.0,0.0,27.4,
40057.0,3.2,4.3,225.0,7.4,12.7,16.9,22.1,46.0,86.0,63.0,0.0,26.0,
40058.0,2.8,4.3,225.0,6.3,13.2,16.6,20.8,42.0,79.0,60.0,0.0,22.5,
40059.0,1.8,8.3,225.0,10.4,14.2,15.6,17.6,51.0,96.0,74.0,0.0,21.6,
40060.0,1.9,10.1,225.0,11.4,12.2,14.4,16.4,63.0,92.0,74.0,0.0,24.4,
40061.0,2.4,4.6,45.0,8.4,9.2,12.7,16.4,12.0,88.0,68.0,0.0,23.7,
40062.0,1.8,7.5,45.0,11.2,8.1,10.1,13.0,41.0,84.0,66.0,0.0,25.9,
40063.0,2.2,7.4,45.0,11.4,7.4,10.2,14.5,36.0,79.0,50.0,0.0,26.0,
40064.0,2.1,10.1,45.0,18.9,7.3,10.5,14.0,56.0,85.0,65.0,0.0,24.9,
40065.0,1.4,12.4,45.0,18.3,7.9,9.6,11.3,64.0,86.0,71.0,0.0,19.4,
40066.0,1.6,7.8,45.0,12.0,9.1,10.9,13.1,60.0,76.0,69.0,0.0,20.3,
40067.0,1.8,10.4,45.0,15.5,9.7,11.8,14.4,53.0,88.0,68.0,0.0,21.5,
40068.0,1.2,11.2,45.0,15.3,9.3,10.2,11.9,68.0,100.0,78.0,1.1,16.8,
40069.0,2.0,5.7,45.0,13.6,9.1,11.4,15.0,52.0,81.0,70.0,0.3,20.5,
40070.0,1.2,4.0,225.0,6.6,7.1,8.1,10.2,74.0,100.0,91.0,58.7,4.6,
40071.0,1.5,7.3,180.0,12.1,7.7,9.8,11.8,84.0,100.0,91.0,7.6,10.0,
40072.0,1.3,7.2,135.0,13.4,9.1,10.6,12.0,91.0,100.0,96.0,87.5,6.4,
40073.0,1.7,2.8,225.0,5.4,9.1,11.2,14.0,80.0,100.0,92.0,1.9,16.3,
40074.0,2.1,2.5,225.0,4.2,8.3,11.4,15.6,63.0,100.0,83.0,0.0,18.9,
40075.0,1.9,3.6,225.0,5.2,8.8,11.5,15.2,72.0,100.0,87.0,0.0,17.4,
40076.0,1.5,5.2,225.0,6.7,8.1,10.1,12.8,77.0,100.0,90.0,18.7,16.0,
40077.0,1.2,7.2,225.0,9.8,8.5,10.3,11.5,86.0,99.0,91.0,6.1,10.5,
40078.0,1.8,4.8,45.0,8.7,7.9,11.4,14.3,61.0,100.0,80.0,0.0,19.9,
40079.0,2.0,4.4,45.0,6.6,7.9,11.1,15.7,48.0,100.0,64.0,0.0,20.6,
40080.0,1.9,7.9,45.0,10.8,8.5,11.4,15.1,60.0,97.0,74.0,0.0,20.3,
40081.0,1.6,12.6,45.0,17.4,9.3,11.3,14.3,63.0,88.0,75.0,0.0,18.4,
40082.0,1.2,9.5,45.0,12.2,8.5,10.3,11.8,76.0,100.0,83.0,0.0,16.7,
40083.0,1.5,4.5,45.0,11.0,7.3,9.6,12.6,67.0,94.0,82.0,0.0,18.6,
40084.0,1.9,1.4,270.0,2.7,7.5,11.0,15.5,66.0,95.0,80.0,0.0,18.4,
40085.0,2.0,1.9,225.0,3.3,9.2,12.5,17.3,44.0,84.0,63.0,0.0,18.8,
40086.0,1.9,2.2,225.0,5.1,9.2,12.3,16.6,55.0,82.0,67.0,0.0,18.0,
40087.0,1.4,4.1,225.0,5.3,8.9,10.9,13.3,73.0,100.0,85.0,0.0,12.2,
40088.0,1.6,2.7,45.0,4.8,8.2,10.7,14.1,78.0,100.0,91.0,0.0,14.3,
40089.0,1.3,4.2,270.0,6.3,7.8,9.5,12.4,69.0,99.0,87.0,0.0,17.5,
40090.0,1.4,4.4,225.0,7.6,7.9,10.1,13.1,78.0,93.0,87.0,0.0,14.9,
40091.0,1.5,4.5,225.0,8.0,7.7,10.6,13.6,62.0,98.0,85.0,0.0,15.0,
40092.0,1.1,7.2,225.0,8.8,9.9,11.3,12.9,64.0,90.0,81.0,0.0,11.8,
40093.0,1.6,6.0,270.0,9.0,10.3,13.0,16.6,38.0,75.0,56.0,0.0,16.1,
40094.0,1.7,5.5,225.0,6.4,11.9,14.3,17.8,45.0,73.0,57.0,0.0,15.4,
40095.0,1.4,4.4,225.0,4.9,10.4,12.6,15.5,66.0,95.0,82.0,1.8,8.5,
40096.0,1.2,3.4,225.0,4.9,8.1,10.3,12.3,84.0,99.0,92.0,1.1,8.7,
40097.0,1.6,3.5,270.0,6.7,7.3,10.7,15.1,42.0,100.0,80.0,0.0,14.7,
40098.0,1.3,7.7,360.0,10.6,3.1,7.0,10.2,23.0,95.0,67.0,8.7,8.1,
40099.0,1.1,7.6,360.0,12.0,0.7,3.9,7.5,23.0,58.0,39.0,0.0,16.2,
40100.0,0.9,5.7,360.0,8.9,-2.4,0.9,4.1,28.0,84.0,64.0,0.0,14.1,
40101.0,0.7,10.1,360.0,11.7,-2.9,-1.0,2.1,52.0,100.0,74.0,0.0,14.8,
40102.0,1.0,7.2,360.0,12.0,-2.7,1.0,4.9,42.0,100.0,61.0,0.0,14.9,
40103.0,0.7,9.6,360.0,12.4,-0.5,1.5,3.6,62.0,100.0,73.0,0.0,12.3,
40104.0,0.5,12.0,360.0,14.1,-1.1,-0.2,1.2,70.0,100.0,78.0,0.0,12.3,
40105.0,0.7,7.4,45.0,12.1,-3.3,-1.1,1.4,65.0,100.0,80.0,0.0,12.2,
40106.0,0.8,2.9,270.0,6.9,-3.5,1.0,3.1,62.0,85.0,77.0,0.0,9.0,
40107.0,1.0,7.4,180.0,14.9,3.2,5.4,8.7,78.0,89.0,83.0,52.3,2.4,
40108.0,0.8,6.2,180.0,10.6,5.0,6.7,8.4,65.0,97.0,84.0,56.0,6.1,
40109.0,0.5,9.9,45.0,11.8,4.1,4.9,5.7,85.0,97.0,92.0,16.8,2.6,
40110.0,0.7,14.8,45.0,17.7,3.9,5.3,7.0,68.0,96.0,86.0,8.6,10.2,
40111.0,1.0,10.9,360.0,16.3,4.6,6.6,10.0,65.0,89.0,80.0,0.0,11.3,
